City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Pittsburgh,40.4406,-79.9959,5.59,87,100,4.35,2021-11-25 21:00:00
Pittsburgh,40.4406,-79.9959,0.89,59,100,5.81,2021-11-26 21:00:00
Irvine,33.6695,-117.8231,28.85,12,1,1.81,2021-11-22 21:00:00
Irvine,33.6695,-117.8231,21.43,41,49,2.73,2021-11-23 21:00:00
Irvine,33.6695,-117.8231,21.17,43,0,1.48,2021-11-24 21:00:00
Irvine,33.6695,-117.8231,23.85,13,0,3.92,2021-11-25 21:00:00
Irvine,33.6695,-117.8231,24.56,14,3,2.06,2021-11-26 21:00:00
St. Louis,38.6273,-90.1979,5.41,37,100,3.48,2021-11-22 21:00:00
St. Louis,38.6273,-90.1979,10.71,36,1,5.44,2021-11-23 21:00:00
St. Louis,38.6273,-90.1979,15.17,51,100,7.21,2021-11-24 21:00:00
St. Louis,38.6273,-90.1979,5.32,49,100,6.83,2021-11-25 21:00:00
St. Louis,38.6273,-90.1979,9.31,28,44,3.89,2021-11-26 21:00:00
Lincoln,40.8,-96.667,9.8,43,1,2.87,2021-11-22 21:00:00
Lincoln,40.8,-96.667,17.51,33,0,8.24,2021-11-23 21:00:00
Lincoln,40.8,-96.667,10.77,38,100,7.74,2021-11-24 21:00:00
Lincoln,40.8,-96.667,3.75,29,0,3.65,2021-11-25 21:00:00
Lincoln,40.8,-96.667,16.84,26,49,3.41,2021-11-26 21:00:00
Orlando,28.5383,-81.3792,23.06,70,1,3.73,2021-11-22 21:00:00
Orlando,28.5383,-81.3792,16.13,43,1,6.34,2021-11-23 21:00:00
Orlando,28.5383,-81.3792,18.58,60,100,4.77,2021-11-24 21:00:00
Orlando,28.5383,-81.3792,21.16,58,77,3.17,2021-11-25 21:00:00
Orlando,28.5383,-81.3792,22.24,45,32,4.09,2021-11-26 21:00:00
Durham,36.0335,-78.8664,12.45,73,75,4.93,2021-11-22 21:00:00
Durham,36.0335,-78.8664,7.85,29,1,4.05,2021-11-23 21:00:00
Durham,36.0335,-78.8664,10.07,34,1,1.56,2021-11-24 21:00:00
Durham,36.0335,-78.8664,14.35,34,41,3.27,2021-11-25 21:00:00
Durham,36.0335,-78.8664,8.6,36,0,5.57,2021-11-26 21:00:00
Plano,33.0198,-96.6989,18.14,30,1,2.48,2021-11-22 21:00:00
Plano,33.0198,-96.6989,19.32,23,26,6.62,2021-11-23 21:00:00
Plano,33.0198,-96.6989,20.45,69,99,6.86,2021-11-24 21:00:00
Plano,33.0198,-96.6989,13.75,35,48,9.17,2021-11-25 21:00:00
Plano,33.0198,-96.6989,12.3,22,100,0.6,2021-11-26 21:00:00
Anchorage,61.2181,-149.9003,-15.04,73,90,3.44,2021-11-22 21:00:00
Anchorage,61.2181,-149.9003,-14.56,85,93,3.08,2021-11-23 21:00:00
Anchorage,61.2181,-149.9003,-13.27,86,88,3.71,2021-11-24 21:00:00
Anchorage,61.2181,-149.9003,-15.27,86,100,3.22,2021-11-25 21:00:00
Anchorage,61.2181,-149.9003,-16.93,88,100,3.04,2021-11-26 21:00:00
Newark,40.7357,-74.1724,8.25,64,75,5.47,2021-11-22 21:00:00
Newark,40.7357,-74.1724,5.36,34,78,5.8,2021-11-23 21:00:00
Newark,40.7357,-74.1724,8.15,34,1,2.81,2021-11-24 21:00:00
Newark,40.7357,-74.1724,10.92,44,80,2.9,2021-11-25 21:00:00
Newark,40.7357,-74.1724,4.96,51,34,7.33,2021-11-26 21:00:00
Chula Vista,32.64,-117.0842,28.23,20,75,1.95,2021-11-22 21:00:00
Chula Vista,32.64,-117.0842,21.36,43,100,3.32,2021-11-23 21:00:00
Chula Vista,32.64,-117.0842,20.43,53,1,2.41,2021-11-24 21:00:00
Chula Vista,32.64,-117.0842,24.84,18,1,5.73,2021-11-25 21:00:00
Chula Vista,32.64,-117.0842,24.68,20,0,2.59,2021-11-26 21:00:00
Fort Wayne,41.1306,-85.1289,1.88,57,40,5.83,2021-11-22 21:00:00
Fort Wayne,41.1306,-85.1289,3.52,39,3,3.47,2021-11-23 21:00:00
Fort Wayne,41.1306,-85.1289,8.33,52,100,7.58,2021-11-24 21:00:00
Fort Wayne,41.1306,-85.1289,5.85,82,100,6.45,2021-11-25 21:00:00
Fort Wayne,41.1306,-85.1289,1.29,52,100,4.67,2021-11-26 21:00:00
Chandler,33.3062,-111.8412,26.58,17,75,3.35,2021-11-22 21:00:00
Chandler,33.3062,-111.8412,25.89,19,97,2.54,2021-11-23 21:00:00
Chandler,33.3062,-111.8412,23.14,20,100,2.57,2021-11-24 21:00:00
Chandler,33.3062,-111.8412,23.7,14,0,3.07,2021-11-25 21:00:00
Chandler,33.3062,-111.8412,23.06,15,0,1.7,2021-11-26 21:00:00
Toledo,39.8333,-4.0,5.97,86,42,0.98,2021-11-22 21:00:00
Toledo,39.8333,-4.0,4.16,86,87,1.14,2021-11-23 21:00:00
Toledo,39.8333,-4.0,5.91,75,100,4.91,2021-11-24 21:00:00
Toledo,39.8333,-4.0,4.95,89,98,3.56,2021-11-25 21:00:00
Toledo,39.8333,-4.0,4.13,85,77,2.72,2021-11-26 21:00:00
St. Petersburg,59.8944,30.2642,-3.96,90,0,2.08,2021-11-22 21:00:00
St. Petersburg,59.8944,30.2642,-1.54,88,98,3.57,2021-11-23 21:00:00
St. Petersburg,59.8944,30.2642,0.36,80,100,2.55,2021-11-24 21:00:00
St. Petersburg,59.8944,30.2642,3.88,96,100,6.27,2021-11-25 21:00:00
St. Petersburg,59.8944,30.2642,-2.51,74,96,4.66,2021-11-26 21:00:00
Reno,39.5296,-119.8138,13.34,41,1,1.05,2021-11-22 21:00:00
Reno,39.5296,-119.8138,11.63,27,0,5.45,2021-11-23 21:00:00
Reno,39.5296,-119.8138,7.51,28,31,1.94,2021-11-24 21:00:00
Reno,39.5296,-119.8138,10.42,23,85,2.0,2021-11-25 21:00:00
Reno,39.5296,-119.8138,13.1,22,87,0.97,2021-11-26 21:00:00
Laredo,27.5064,-99.5075,23.22,27,1,4.02,2021-11-22 21:00:00
Laredo,27.5064,-99.5075,24.14,37,25,6.19,2021-11-23 21:00:00
Laredo,27.5064,-99.5075,25.97,62,98,7.65,2021-11-24 21:00:00
Laredo,27.5064,-99.5075,26.11,59,81,6.96,2021-11-25 21:00:00
Laredo,27.5064,-99.5075,16.78,43,100,3.33,2021-11-26 21:00:00
Scottsdale,33.5092,-111.899,26.56,17,1,3.07,2021-11-22 21:00:00
Scottsdale,33.5092,-111.899,25.08,19,89,2.54,2021-11-23 21:00:00
Scottsdale,33.5092,-111.899,22.6,21,100,2.23,2021-11-24 21:00:00
Scottsdale,33.5092,-111.899,23.81,13,0,3.92,2021-11-25 21:00:00
Scottsdale,33.5092,-111.899,23.7,14,0,1.64,2021-11-26 21:00:00
North Las Vegas,36.1989,-115.1175,19.19,14,1,1.69,2021-11-22 21:00:00
North Las Vegas,36.1989,-115.1175,20.76,14,99,0.86,2021-11-23 21:00:00
North Las Vegas,36.1989,-115.1175,16.93,11,1,7.01,2021-11-24 21:00:00
North Las Vegas,36.1989,-115.1175,16.44,10,0,3.36,2021-11-25 21:00:00
North Las Vegas,36.1989,-115.1175,17.34,9,28,0.98,2021-11-26 21:00:00
Lubbock,33.6001,-101.8338,19.21,23,20,4.85,2021-11-22 21:00:00
Lubbock,33.6001,-101.8338,21.38,24,99,8.89,2021-11-23 21:00:00
Lubbock,33.6001,-101.8338,22.31,26,100,6.75,2021-11-24 21:00:00
Lubbock,33.6001,-101.8338,11.6,22,50,5.89,2021-11-25 21:00:00
Lubbock,33.6001,-101.8338,15.22,23,100,7.5,2021-11-26 21:00:00
Madison,34.7334,-86.5667,9.75,39,1,4.98,2021-11-22 21:00:00
Madison,34.7334,-86.5667,9.65,35,0,1.67,2021-11-23 21:00:00
Madison,34.7334,-86.5667,12.68,43,63,3.98,2021-11-24 21:00:00
Madison,34.7334,-86.5667,12.1,80,98,1.53,2021-11-25 21:00:00
Madison,34.7334,-86.5667,7.8,41,0,2.71,2021-11-26 21:00:00
Gilbert,33.3528,-111.789,26.52,17,75,3.22,2021-11-22 21:00:00
Gilbert,33.3528,-111.789,25.82,19,96,2.89,2021-11-23 21:00:00
Gilbert,33.3528,-111.789,22.98,20,100,2.62,2021-11-24 21:00:00
Gilbert,33.3528,-111.789,23.71,14,0,2.97,2021-11-25 21:00:00
Gilbert,33.3528,-111.789,23.28,15,0,1.52,2021-11-26 21:00:00
Jersey City,40.7282,-74.0776,8.4,64,75,6.02,2021-11-22 21:00:00
Jersey City,40.7282,-74.0776,5.53,34,80,6.43,2021-11-23 21:00:00
Jersey City,40.7282,-74.0776,8.32,33,1,3.0,2021-11-24 21:00:00
Jersey City,40.7282,-74.0776,11.16,43,87,3.08,2021-11-25 21:00:00
Jersey City,40.7282,-74.0776,5.13,51,48,8.0,2021-11-26 21:00:00
Glendale,33.5387,-112.186,26.92,16,1,3.64,2021-11-22 21:00:00
Glendale,33.5387,-112.186,25.05,19,96,1.91,2021-11-23 21:00:00
Glendale,33.5387,-112.186,22.93,22,100,2.77,2021-11-24 21:00:00
Glendale,33.5387,-112.186,23.96,10,0,3.8,2021-11-25 21:00:00
Glendale,33.5387,-112.186,23.24,13,0,1.71,2021-11-26 21:00:00
Buffalo,42.8865,-78.8784,1.97,59,75,6.11,2021-11-22 21:00:00
Buffalo,42.8865,-78.8784,2.05,51,97,3.65,2021-11-23 21:00:00
Buffalo,42.8865,-78.8784,6.65,50,100,4.98,2021-11-24 21:00:00
Buffalo,42.8865,-78.8784,5.87,86,100,5.37,2021-11-25 21:00:00
Buffalo,42.8865,-78.8784,0.32,60,100,8.29,2021-11-26 21:00:00
Winston-Salem,36.0999,-80.2442,13.16,33,1,6.59,2021-11-22 21:00:00
Winston-Salem,36.0999,-80.2442,8.06,25,4,4.27,2021-11-23 21:00:00
Winston-Salem,36.0999,-80.2442,10.03,31,20,2.62,2021-11-24 21:00:00
Winston-Salem,36.0999,-80.2442,13.85,33,17,2.81,2021-11-25 21:00:00
Winston-Salem,36.0999,-80.2442,8.4,32,8,5.03,2021-11-26 21:00:00
Chesapeake,36.819,-76.2749,10.1,88,90,6.68,2021-11-22 21:00:00
Chesapeake,36.819,-76.2749,6.79,33,0,6.25,2021-11-23 21:00:00
Chesapeake,36.819,-76.2749,8.26,30,0,1.36,2021-11-24 21:00:00
Chesapeake,36.819,-76.2749,13.36,39,69,3.55,2021-11-25 21:00:00
Chesapeake,36.819,-76.2749,9.31,31,6,7.59,2021-11-26 21:00:00
Fremont,37.5483,-121.9886,21.31,54,1,0.95,2021-11-22 21:00:00
Fremont,37.5483,-121.9886,17.65,43,100,2.78,2021-11-23 21:00:00
Fremont,37.5483,-121.9886,18.08,20,40,1.71,2021-11-24 21:00:00
Fremont,37.5483,-121.9886,19.01,24,32,1.1,2021-11-25 21:00:00
Fremont,37.5483,-121.9886,19.43,25,82,1.08,2021-11-26 21:00:00
Norfolk,42.1668,-71.2495,9.98,71,75,4.05,2021-11-22 21:00:00
Norfolk,42.1668,-71.2495,2.47,40,6,4.33,2021-11-23 21:00:00
Norfolk,42.1668,-71.2495,3.73,35,5,2.58,2021-11-24 21:00:00
Norfolk,42.1668,-71.2495,8.22,56,98,1.19,2021-11-25 21:00:00
Norfolk,42.1668,-71.2495,3.76,75,100,5.5,2021-11-26 21:00:00
Irving,32.814,-96.9489,18.56,27,20,2.12,2021-11-22 21:00:00
Irving,32.814,-96.9489,20.13,21,22,6.16,2021-11-23 21:00:00
Irving,32.814,-96.9489,21.15,67,99,6.06,2021-11-24 21:00:00
Irving,32.814,-96.9489,14.63,33,49,7.86,2021-11-25 21:00:00
Irving,32.814,-96.9489,13.33,19,100,0.55,2021-11-26 21:00:00
Garland,32.9126,-96.6389,18.46,29,1,2.58,2021-11-22 21:00:00
Garland,32.9126,-96.6389,19.59,23,27,6.57,2021-11-23 21:00:00
Garland,32.9126,-96.6389,20.71,69,99,6.93,2021-11-24 21:00:00
Garland,32.9126,-96.6389,14.08,36,62,8.98,2021-11-25 21:00:00
Garland,32.9126,-96.6389,12.54,22,100,0.56,2021-11-26 21:00:00
Paradise,36.0972,-115.1467,18.67,17,20,1.79,2021-11-22 21:00:00
Paradise,36.0972,-115.1467,21.46,14,99,2.92,2021-11-23 21:00:00
Paradise,36.0972,-115.1467,16.5,11,1,7.36,2021-11-24 21:00:00
Paradise,36.0972,-115.1467,15.57,10,0,3.79,2021-11-25 21:00:00
Paradise,36.0972,-115.1467,16.67,9,19,1.09,2021-11-26 21:00:00
Arlington,32.7357,-97.1081,18.32,28,1,2.19,2021-11-22 21:00:00
Arlington,32.7357,-97.1081,20.07,21,12,6.34,2021-11-23 21:00:00
Arlington,32.7357,-97.1081,21.04,67,98,6.04,2021-11-24 21:00:00
Arlington,32.7357,-97.1081,14.57,32,46,7.74,2021-11-25 21:00:00
Arlington,32.7357,-97.1081,13.43,18,100,0.73,2021-11-26 21:00:00
Richmond,37.5538,-77.4603,11.41,74,75,3.18,2021-11-22 21:00:00
Richmond,37.5538,-77.4603,6.4,28,0,4.1,2021-11-23 21:00:00
Richmond,37.5538,-77.4603,8.98,31,0,1.83,2021-11-24 21:00:00
Richmond,37.5538,-77.4603,13.51,36,15,1.94,2021-11-25 21:00:00
Richmond,37.5538,-77.4603,7.22,31,0,5.72,2021-11-26 21:00:00
Hialeah,25.8576,-80.2781,28.18,69,1,6.38,2021-11-22 21:00:00
Hialeah,25.8576,-80.2781,22.7,31,0,7.41,2021-11-23 21:00:00
Hialeah,25.8576,-80.2781,21.71,60,100,7.2,2021-11-24 21:00:00
Hialeah,25.8576,-80.2781,23.41,58,90,5.69,2021-11-25 21:00:00
Hialeah,25.8576,-80.2781,24.26,49,86,4.88,2021-11-26 21:00:00
Boise,43.6135,-116.2035,10.43,56,1,2.63,2021-11-22 21:00:00
Boise,43.6135,-116.2035,7.24,60,100,7.14,2021-11-23 21:00:00
Boise,43.6135,-116.2035,5.36,49,9,2.05,2021-11-24 21:00:00
Boise,43.6135,-116.2035,9.08,31,46,3.17,2021-11-25 21:00:00
Boise,43.6135,-116.2035,9.88,30,92,0.25,2021-11-26 21:00:00
Spokane,47.6166,-117.3677,5.79,89,90,1.63,2021-11-22 21:00:00
Spokane,47.6166,-117.3677,0.76,100,100,1.49,2021-11-23 21:00:00
Spokane,47.6166,-117.3677,1.91,89,90,1.67,2021-11-24 21:00:00
Spokane,47.6166,-117.3677,0.82,90,100,2.09,2021-11-25 21:00:00
Spokane,47.6166,-117.3677,6.08,87,100,1.76,2021-11-26 21:00:00
Frisco,33.1507,-96.8236,18.03,30,0,2.29,2021-11-22 21:00:00
Frisco,33.1507,-96.8236,19.31,23,16,7.12,2021-11-23 21:00:00
Frisco,33.1507,-96.8236,20.28,69,100,7.31,2021-11-24 21:00:00
Frisco,33.1507,-96.8236,13.51,35,37,9.56,2021-11-25 21:00:00
Frisco,33.1507,-96.8236,12.35,24,100,0.91,2021-11-26 21:00:00
Moreno Valley,33.9375,-117.2306,25.96,13,1,1.19,2021-11-22 21:00:00
Moreno Valley,33.9375,-117.2306,21.51,17,84,2.12,2021-11-23 21:00:00
Moreno Valley,33.9375,-117.2306,22.47,12,2,2.78,2021-11-24 21:00:00
Moreno Valley,33.9375,-117.2306,22.4,5,0,2.71,2021-11-25 21:00:00
Moreno Valley,33.9375,-117.2306,23.13,8,2,1.94,2021-11-26 21:00:00
Tacoma,47.2529,-122.4443,7.13,86,90,1.1,2021-11-22 21:00:00
Tacoma,47.2529,-122.4443,9.7,68,64,4.25,2021-11-23 21:00:00
Tacoma,47.2529,-122.4443,9.27,60,100,1.28,2021-11-24 21:00:00
Tacoma,47.2529,-122.4443,7.37,96,100,1.36,2021-11-25 21:00:00
Tacoma,47.2529,-122.4443,10.73,91,100,2.4,2021-11-26 21:00:00
Fontana,34.0922,-117.4351,26.4,14,1,1.42,2021-11-22 21:00:00
Fontana,34.0922,-117.4351,22.34,18,52,3.47,2021-11-23 21:00:00
Fontana,34.0922,-117.4351,22.45,13,0,3.35,2021-11-24 21:00:00
Fontana,34.0922,-117.4351,21.83,6,0,5.24,2021-11-25 21:00:00
Fontana,34.0922,-117.4351,23.29,7,6,1.57,2021-11-26 21:00:00
Modesto,37.6391,-120.9969,19.53,74,1,0.38,2021-11-22 21:00:00
Modesto,37.6391,-120.9969,18.68,32,68,5.05,2021-11-23 21:00:00
Modesto,37.6391,-120.9969,15.96,26,63,3.29,2021-11-24 21:00:00
Modesto,37.6391,-120.9969,17.61,34,55,1.09,2021-11-25 21:00:00
Modesto,37.6391,-120.9969,17.99,31,53,1.83,2021-11-26 21:00:00
Baton Rouge,30.4508,-91.1545,20.36,55,1,5.01,2021-11-22 21:00:00
Baton Rouge,30.4508,-91.1545,17.16,31,1,1.54,2021-11-23 21:00:00
Baton Rouge,30.4508,-91.1545,21.93,49,79,3.9,2021-11-24 21:00:00
Baton Rouge,30.4508,-91.1545,21.28,63,100,0.53,2021-11-25 21:00:00
Baton Rouge,30.4508,-91.1545,16.49,40,98,3.61,2021-11-26 21:00:00
Port St. Lucie,27.2939,-80.3503,23.36,75,75,7.22,2021-11-22 21:00:00
Port St. Lucie,27.2939,-80.3503,18.78,56,35,8.22,2021-11-23 21:00:00
Port St. Lucie,27.2939,-80.3503,19.69,66,100,6.27,2021-11-24 21:00:00
Port St. Lucie,27.2939,-80.3503,21.62,61,97,3.74,2021-11-25 21:00:00
Port St. Lucie,27.2939,-80.3503,22.53,51,91,3.85,2021-11-26 21:00:00
San Bernardino,34.6667,-116.1675,20.93,12,0,2.58,2021-11-22 21:00:00
San Bernardino,34.6667,-116.1675,21.59,14,100,0.8,2021-11-23 21:00:00
San Bernardino,34.6667,-116.1675,17.76,15,0,9.04,2021-11-24 21:00:00
San Bernardino,34.6667,-116.1675,16.14,9,0,5.18,2021-11-25 21:00:00
San Bernardino,34.6667,-116.1675,18.08,7,1,3.48,2021-11-26 21:00:00
McKinney,33.1976,-96.6153,18.2,30,1,2.65,2021-11-22 21:00:00
McKinney,33.1976,-96.6153,19.19,24,18,7.34,2021-11-23 21:00:00
McKinney,33.1976,-96.6153,20.39,69,100,7.91,2021-11-24 21:00:00
McKinney,33.1976,-96.6153,13.39,36,44,10.11,2021-11-25 21:00:00
McKinney,33.1976,-96.6153,12.39,24,100,0.71,2021-11-26 21:00:00
Fayetteville,35.0527,-78.8784,12.42,86,90,4.7,2021-11-22 21:00:00
Fayetteville,35.0527,-78.8784,8.8,28,1,5.07,2021-11-23 21:00:00
Fayetteville,35.0527,-78.8784,10.61,27,0,0.36,2021-11-24 21:00:00
Fayetteville,35.0527,-78.8784,14.85,28,74,3.88,2021-11-25 21:00:00
Fayetteville,35.0527,-78.8784,11.25,30,0,6.25,2021-11-26 21:00:00
Santa Clarita,34.3917,-118.5426,25.13,12,1,4.78,2021-11-22 21:00:00
Santa Clarita,34.3917,-118.5426,21.9,17,3,3.08,2021-11-23 21:00:00
Santa Clarita,34.3917,-118.5426,22.02,14,2,5.06,2021-11-24 21:00:00
Santa Clarita,34.3917,-118.5426,20.87,8,0,8.08,2021-11-25 21:00:00
Santa Clarita,34.3917,-118.5426,22.42,6,20,4.03,2021-11-26 21:00:00
Des Moines,41.6005,-93.6091,5.16,41,75,2.64,2021-11-22 21:00:00
Des Moines,41.6005,-93.6091,11.48,50,0,7.21,2021-11-23 21:00:00
Des Moines,41.6005,-93.6091,12.77,51,100,4.24,2021-11-24 21:00:00
Des Moines,41.6005,-93.6091,0.7,26,0,5.82,2021-11-25 21:00:00
Des Moines,41.6005,-93.6091,9.1,42,100,2.56,2021-11-26 21:00:00
Oxnard,34.1975,-119.177,27.91,10,1,2.93,2021-11-22 21:00:00
Oxnard,34.1975,-119.177,19.33,44,2,2.84,2021-11-23 21:00:00
Oxnard,34.1975,-119.177,19.43,35,2,2.93,2021-11-24 21:00:00
Oxnard,34.1975,-119.177,21.6,25,9,4.37,2021-11-25 21:00:00
Oxnard,34.1975,-119.177,21.08,29,49,2.08,2021-11-26 21:00:00
Birmingham,33.5207,-86.8025,14.26,44,20,5.03,2021-11-22 21:00:00
Birmingham,33.5207,-86.8025,12.12,28,0,1.7,2021-11-23 21:00:00
Birmingham,33.5207,-86.8025,13.9,31,20,3.26,2021-11-24 21:00:00
Birmingham,33.5207,-86.8025,17.32,59,92,2.95,2021-11-25 21:00:00
Birmingham,33.5207,-86.8025,10.37,31,18,3.48,2021-11-26 21:00:00
Spring Valley,36.108,-115.245,18.05,17,20,1.21,2021-11-22 21:00:00
Spring Valley,36.108,-115.245,20.28,15,98,2.12,2021-11-23 21:00:00
Spring Valley,36.108,-115.245,15.9,11,1,6.72,2021-11-24 21:00:00
Spring Valley,36.108,-115.245,15.05,10,0,2.64,2021-11-25 21:00:00
Spring Valley,36.108,-115.245,16.06,9,22,1.04,2021-11-26 21:00:00
Huntsville,34.7304,-86.5861,10.0,39,1,5.08,2021-11-22 21:00:00
Huntsville,34.7304,-86.5861,9.87,35,0,1.66,2021-11-23 21:00:00
Huntsville,34.7304,-86.5861,12.92,43,64,4.03,2021-11-24 21:00:00
Huntsville,34.7304,-86.5861,12.33,80,98,1.57,2021-11-25 21:00:00
Huntsville,34.7304,-86.5861,8.05,41,0,2.76,2021-11-26 21:00:00
Rochester,43.1548,-77.6156,2.31,62,75,7.22,2021-11-22 21:00:00
Rochester,43.1548,-77.6156,1.24,60,36,5.06,2021-11-23 21:00:00
Rochester,43.1548,-77.6156,5.99,59,99,3.28,2021-11-24 21:00:00
Rochester,43.1548,-77.6156,6.32,87,99,2.56,2021-11-25 21:00:00
Rochester,43.1548,-77.6156,-0.33,82,100,11.85,2021-11-26 21:00:00
Cape Coral,26.5629,-81.9495,24.95,70,75,7.31,2021-11-22 21:00:00
Cape Coral,26.5629,-81.9495,19.58,36,0,6.76,2021-11-23 21:00:00
Cape Coral,26.5629,-81.9495,20.52,58,51,6.22,2021-11-24 21:00:00
Cape Coral,26.5629,-81.9495,23.26,56,62,4.94,2021-11-25 21:00:00
Cape Coral,26.5629,-81.9495,22.82,52,87,5.14,2021-11-26 21:00:00
Tempe,33.4148,-111.9093,26.66,17,40,3.23,2021-11-22 21:00:00
Tempe,33.4148,-111.9093,25.48,19,93,2.3,2021-11-23 21:00:00
Tempe,33.4148,-111.9093,22.96,21,100,2.3,2021-11-24 21:00:00
Tempe,33.4148,-111.9093,23.83,13,0,3.34,2021-11-25 21:00:00
Tempe,33.4148,-111.9093,23.47,15,0,1.74,2021-11-26 21:00:00
Grand Rapids,42.9634,-85.6681,1.22,55,20,6.27,2021-11-22 21:00:00
Grand Rapids,42.9634,-85.6681,3.77,48,9,4.24,2021-11-23 21:00:00
Grand Rapids,42.9634,-85.6681,8.67,51,100,7.62,2021-11-24 21:00:00
Grand Rapids,42.9634,-85.6681,2.94,75,100,6.51,2021-11-25 21:00:00
Grand Rapids,42.9634,-85.6681,0.2,52,100,4.4,2021-11-26 21:00:00
Yonkers,40.9312,-73.8988,8.11,64,1,5.72,2021-11-22 21:00:00
Yonkers,40.9312,-73.8988,4.87,35,45,6.1,2021-11-23 21:00:00
Yonkers,40.9312,-73.8988,7.85,33,1,2.53,2021-11-24 21:00:00
Yonkers,40.9312,-73.8988,10.88,43,84,2.3,2021-11-25 21:00:00
Yonkers,40.9312,-73.8988,4.33,52,69,7.36,2021-11-26 21:00:00
Overland Park,38.9822,-94.6708,8.67,36,1,3.73,2021-11-22 21:00:00
Overland Park,38.9822,-94.6708,15.38,41,0,7.03,2021-11-23 21:00:00
Overland Park,38.9822,-94.6708,16.04,68,100,5.22,2021-11-24 21:00:00
Overland Park,38.9822,-94.6708,4.32,29,1,5.36,2021-11-25 21:00:00
Overland Park,38.9822,-94.6708,13.19,32,7,6.67,2021-11-26 21:00:00
Salt Lake City,40.7608,-111.8911,10.74,47,20,1.36,2021-11-22 21:00:00
Salt Lake City,40.7608,-111.8911,12.7,24,16,2.78,2021-11-23 21:00:00
Salt Lake City,40.7608,-111.8911,3.61,53,67,3.12,2021-11-24 21:00:00
Salt Lake City,40.7608,-111.8911,6.29,35,26,0.35,2021-11-25 21:00:00
Salt Lake City,40.7608,-111.8911,9.16,27,100,1.5,2021-11-26 21:00:00
Amarillo,35.222,-101.8313,19.83,17,1,4.67,2021-11-22 21:00:00
Amarillo,35.222,-101.8313,22.27,19,61,11.3,2021-11-23 21:00:00
Amarillo,35.222,-101.8313,19.35,25,100,6.1,2021-11-24 21:00:00
Amarillo,35.222,-101.8313,9.5,24,6,3.62,2021-11-25 21:00:00
Amarillo,35.222,-101.8313,17.83,12,0,7.55,2021-11-26 21:00:00
Augusta,48.3667,10.8833,3.04,91,90,4.02,2021-11-22 21:00:00
Augusta,48.3667,10.8833,-1.58,90,5,2.79,2021-11-23 21:00:00
Augusta,48.3667,10.8833,-1.35,85,12,1.23,2021-11-24 21:00:00
Augusta,48.3667,10.8833,-0.57,84,99,1.28,2021-11-25 21:00:00
Augusta,48.3667,10.8833,0.49,99,100,1.85,2021-11-26 21:00:00
Columbus,39.9612,-82.9988,3.75,58,40,4.9,2021-11-22 21:00:00
Columbus,39.9612,-82.9988,4.35,34,5,2.3,2021-11-23 21:00:00
Columbus,39.9612,-82.9988,9.09,40,100,4.75,2021-11-24 21:00:00
Columbus,39.9612,-82.9988,6.8,91,100,3.7,2021-11-25 21:00:00
Columbus,39.9612,-82.9988,2.47,46,77,4.54,2021-11-26 21:00:00
Tallahassee,30.4383,-84.2807,21.33,71,40,4.19,2021-11-22 21:00:00
Tallahassee,30.4383,-84.2807,14.34,27,0,3.55,2021-11-23 21:00:00
Tallahassee,30.4383,-84.2807,17.83,38,6,2.11,2021-11-24 21:00:00
Tallahassee,30.4383,-84.2807,20.56,46,16,1.34,2021-11-25 21:00:00
Tallahassee,30.4383,-84.2807,19.09,48,76,3.65,2021-11-26 21:00:00
Montgomery,39.1501,-77.1997,8.51,43,20,5.33,2021-11-22 21:00:00
Montgomery,39.1501,-77.1997,4.2,37,39,4.84,2021-11-23 21:00:00
Montgomery,39.1501,-77.1997,6.6,41,3,1.95,2021-11-24 21:00:00
Montgomery,39.1501,-77.1997,10.28,46,30,1.76,2021-11-25 21:00:00
Montgomery,39.1501,-77.1997,3.18,49,16,7.69,2021-11-26 21:00:00
Huntington Beach,33.6603,-117.9992,28.72,12,1,1.46,2021-11-22 21:00:00
Huntington Beach,33.6603,-117.9992,20.17,47,38,2.55,2021-11-23 21:00:00
Huntington Beach,33.6603,-117.9992,19.29,56,0,1.56,2021-11-24 21:00:00
Huntington Beach,33.6603,-117.9992,22.87,19,0,3.05,2021-11-25 21:00:00
Huntington Beach,33.6603,-117.9992,23.02,20,4,2.91,2021-11-26 21:00:00
Akron,41.0814,-81.519,1.76,56,19,4.94,2021-11-22 21:00:00
Akron,41.0814,-81.519,1.91,41,4,2.87,2021-11-23 21:00:00
Akron,41.0814,-81.519,6.53,48,100,5.26,2021-11-24 21:00:00
Akron,41.0814,-81.519,5.35,95,100,4.42,2021-11-25 21:00:00
Akron,41.0814,-81.519,-0.03,62,100,5.35,2021-11-26 21:00:00
Little Rock,34.7465,-92.2896,13.61,35,75,1.91,2021-11-22 21:00:00
Little Rock,34.7465,-92.2896,15.0,33,0,3.81,2021-11-23 21:00:00
Little Rock,34.7465,-92.2896,18.7,54,97,5.51,2021-11-24 21:00:00
Little Rock,34.7465,-92.2896,8.65,75,100,4.73,2021-11-25 21:00:00
Little Rock,34.7465,-92.2896,10.92,27,65,2.18,2021-11-26 21:00:00
Glendale,33.5387,-112.186,26.92,16,1,3.64,2021-11-22 21:00:00
Glendale,33.5387,-112.186,25.05,19,96,1.91,2021-11-23 21:00:00
